ClienteID,FechaRegistro,Genero,EsMayor,TienePareja,TieneDependientes,Ciudad,Estado,Borough,CodigoPostal,Latitud,Longitud,IngresoMediano,DensidadPoblacional,ServicioTelefono,LineasMultiples,TipoInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturacionSinPapel,MetodoPago,Antiguedad,CargoMensual,CargosTotal,SegmentoCliente,nivel_riesgo,score_riesgo,ratio_precio_ingreso,TipoDeQueja,TicketsSoporte,Escaladas,PuntuacionNPS,PuntuacionCSAT,TiempoResolucion,TasaAperturaEmail,TasaClicsMarketing,Cancelacion
0123-CRBRT,2021-01-06,Femenino,0,Si,Si,New York,NY,BROOKLYN,11234,40.67028965287592,-73.89805824221534,63000,14000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque por correo,61,88.1,5526.75,Corporativo,Medio,4.0,0.0167809523809523,,1,0,52.0,3.8,7.5,0.36,0.16,No
0125-LZQXK,2024-10-17,Masculino,0,No,No,New York,NY,MANHATTAN,10067,40.8214762015458,-73.92786705808837,85000,28000,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,15,101.35,1553.95,Corporativo,Medio,7.5,0.0143082352941176,Facturacion,5,0,12.0,1.9,6.0,0.07,0.03,Si
0128-MKWSG,2023-11-22,Femenino,0,No,Si,New York,NY,BRONX,10472,40.86413819006148,-73.89777408478746,42000,13000,No,Sin servicio,DSL,Si,No,No,Si,No,Si,Mensual,No,Cheque por correo,26,45.8,1147.0,Residencial,Medio,5.5,0.0130857142857142,,1,0,65.0,2.8,5.5,0.38,0.12,No
0129-KPTWJ,2020-02-11,Masculino,0,Si,No,New York,NY,QUEENS,11611,40.6860338217762,-73.83764252019553,72000,8500,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,72,94.65,6747.35,PYME,Alto,8.5,0.015775,Precio,4,2,48.0,3.4,17.9,0.43,0.2,No
0129-QMPDR,2022-05-31,Masculino,0,Si,Si,New York,NY,BROOKLYN,11205,40.71490799971584,-73.89893271335009,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,Si,Transferencia bancaria,44,20.5,865.05,Residencial,Medio,5.0,0.0039047619047619,,2,0,61.0,3.5,44.7,0.47,0.23,No
0130-SXOUN,2020-08-09,Masculino,0,No,No,New York,NY,MANHATTAN,10132,40.81638935948872,-74.00869110901635,85000,28000,Si,Si,Fibra óptica,No,Si,No,No,No,Si,Mensual,No,Tarjeta de crédito,66,89.4,5976.9,PYME,Alto,9.5,0.0126211764705882,,3,0,60.0,3.6,15.4,0.4,0.18,No
0133-BMFZO,2025-11-11,Femenino,0,No,No,New York,NY,BROOKLYN,11205,40.70743907753588,-73.97167600976647,63000,14000,Si,No,Fibra óptica,Si,Si,No,Si,No,No,Mensual,Si,Cheque electrónico,2,86.25,181.65,PYME,Alto,10.0,0.0164285714285714,Servicio,8,0,22.0,2.8,6.1,0.3,0.11,Si
0134-XWXCE,2022-05-31,Femenino,1,No,No,New York,NY,BROOKLYN,11201,40.669699775837074,-73.96150578997452,63000,14000,Si,No,DSL,No,No,Si,Si,Si,Si,Un año,No,Transferencia bancaria,44,74.85,3268.05,PYME,Medio,4.0,0.0142571428571428,,1,0,69.0,3.9,8.6,0.46,0.16,No
0135-NMXAP,2025-01-15,Femenino,0,No,No,New York,NY,QUEENS,11477,40.73434779437367,-73.82630663591256,72000,8500,Si,Si,Fibra óptica,No,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria,12,89.75,1052.4,PYME,Alto,10.5,0.0149583333333333,Precio,6,0,15.0,2.0,33.8,0.23,0.1,Si
0136-IFMYD,2020-05-11,Masculino,1,Si,No,New York,NY,QUEENS,11531,40.77774836107332,-73.84264314167976,72000,8500,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,69,109.95,7634.25,Corporativo,Medio,4.0,0.018325,,1,0,70.0,4.1,4.4,0.78,0.33,No
0137-OCGAB,2025-12-11,Femenino,0,No,No,New York,NY,BRONX,10473,40.84363096428258,-73.88102808554378,42000,13000,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Cheque por correo,1,80.2,80.2,PYME,Alto,12.0,0.0229142857142857,Servicio,6,0,4.0,2.7,20.1,0.25,0.11,Si
0137-UDEUO,2025-10-12,Femenino,0,No,No,New York,NY,BROOKLYN,11242,40.65212110880342,-73.91550242006187,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,3,19.85,63.75,Residencial,Alto,9.0,0.0037809523809523,Red,8,0,22.0,2.3,15.9,0.12,0.04,Si
0139-IVFJG,2025-11-11,Femenino,0,Si,No,New York,NY,MANHATTAN,10131,40.76556087980969,-73.94908407317861,85000,28000,Si,No,Fibra óptica,Si,Si,No,No,Si,No,Mensual,No,Cheque electrónico,2,90.35,190.5,PYME,Alto,11.0,0.012755294117647,,2,0,43.0,4.1,14.6,0.27,0.1,No
0141-YEAYS,2023-10-23,Femenino,1,No,No,New York,NY,QUEENS,11109,40.734234867435035,-73.77203848432072,72000,8500,Si,Si,Fibra óptica,No,Si,Si,No,No,No,Mensual,Si,Transferencia bancaria,27,86.45,2401.05,PYME,Alto,9.5,0.0144083333333333,Red,3,0,61.0,3.7,28.8,0.49,0.24,No
0142-GVYSN,2023-11-22,Masculino,0,No,No,New York,NY,BRONX,10464,40.87373793256036,-73.84246053111451,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque electrónico,26,20.3,511.25,Residencial,Medio,6.5,0.0058,,1,0,65.0,3.9,39.1,0.39,0.19,No
0147-ESWWR,2022-10-28,Femenino,1,Si,No,New York,NY,QUEENS,11411,40.76279652560986,-73.80214942962866,72000,8500,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,Mensual,Si,Cheque electrónico,39,101.25,3949.15,Corporativo,Medio,7.5,0.016875,,2,0,58.0,3.2,2.9,0.3,0.12,No
0148-DCDOS,2023-12-22,Masculino,0,No,No,New York,NY,BRONX,10466,40.803264875358465,-73.90287283279604,42000,13000,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria,25,94.7,2362.1,PYME,Alto,9.5,0.0270571428571428,Precio,5,0,4.0,1.1,41.3,0.21,0.1,Si
0151-ONTOV,2025-12-11,Femenino,0,No,No,New York,NY,BROOKLYN,11247,40.64306332155778,-73.94858412588802,63000,14000,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque por correo,1,70.9,70.9,PYME,Alto,12.0,0.0135047619047619,Red,5,0,14.0,1.2,17.5,0.1,0.04,Si
0156-FVPTA,2024-03-21,Masculino,0,Si,No,New York,NY,BROOKLYN,11220,40.710874242857585,-73.91112326114052,63000,14000,Si,No,DSL,Si,No,No,Si,No,No,Mensual,Si,Cheque electrónico,22,54.2,1152.7,Residencial,Medio,7.5,0.0103238095238095,Precio,5,1,32.0,3.1,4.6,0.25,0.09,Si
0164-APGRB,2020-02-11,Femenino,0,No,No,New York,NY,MANHATTAN,10238,40.77489074837954,-73.94635936555949,85000,28000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,72,114.9,8496.7,Corporativo,Medio,4.0,0.0162211764705882,,2,0,50.0,3.2,6.1,0.21,0.1,No
0164-XAIRP,2024-01-21,Femenino,0,No,No,New York,NY,MANHATTAN,10221,40.73776848198992,-73.9432468318176,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,Si,Transferencia bancaria,24,19.55,470.2,Residencial,Medio,4.0,0.00276,,1,0,56.0,3.1,37.1,0.22,0.09,No
0168-XZKBB,2024-06-19,Femenino,0,Si,No,New York,NY,QUEENS,11489,40.772381650005016,-73.78452557114367,72000,8500,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,19,86.85,1564.4,PYME,Alto,10.5,0.0144749999999999,Servicio,4,0,68.0,3.5,26.5,0.25,0.08,No
0174-QRVVY,2020-03-12,Masculino,0,Si,Si,New York,NY,BROOKLYN,11223,40.72276735370508,-73.95330727642433,63000,14000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,71,25.35,1847.55,Residencial,Medio,4.0,0.0048285714285714,,2,0,78.0,4.4,17.8,0.64,0.21,No
0177-PXBAT,2023-04-26,Masculino,1,Si,No,New York,NY,QUEENS,11267,40.731269518976355,-73.81937675656557,72000,8500,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Mensual,Si,Transferencia bancaria,33,109.9,3694.7,Corporativo,Medio,6.5,0.0183166666666666,,1,0,76.0,4.2,2.4,0.78,0.24,No
0178-CIIKR,2025-10-12,Femenino,0,No,No,New York,NY,BRONX,10451,40.84905754525356,-73.89149553717331,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,3,19.95,58.0,Residencial,Alto,9.0,0.0057,Precio,2,0,43.0,4.0,35.9,0.48,0.15,No
0178-SZBHO,2022-03-02,Masculino,0,Si,Si,New York,NY,BROOKLYN,11226,40.71035355778896,-73.9913429082276,63000,14000,Si,Si,Fibra óptica,No,Si,No,No,Si,No,Mensual,No,Cheque electrónico,47,87.2,4017.45,PYME,Alto,9.5,0.0166095238095238,Servicio,2,0,35.0,3.0,46.8,0.35,0.16,No
0181-RITDD,2020-12-07,Masculino,0,Si,Si,New York,NY,BROOKLYN,11237,40.639538709555254,-73.92213837093362,63000,14000,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque por correo,62,108.15,6825.65,Corporativo,Medio,4.0,0.0206,,2,0,81.0,4.9,5.8,0.65,0.3,No
0186-CAERR,2020-03-12,Masculino,0,No,No,New York,NY,BRONX,10473,40.83405877503611,-73.8805977335752,42000,13000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,71,116.3,8309.55,Corporativo,Medio,6.0,0.0332285714285714,,1,0,79.0,4.9,2.4,0.56,0.28,No
0187-QSXOE,2025-06-14,Masculino,1,Si,No,New York,NY,BROOKLYN,11208,40.63371565906017,-73.91213584396455,63000,14000,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,7,89.0,605.45,PYME,Alto,10.5,0.0169523809523809,Red,2,0,62.0,4.1,14.0,0.28,0.12,No
0187-WZNAB,2023-10-23,Femenino,0,Si,Si,New York,NY,MANHATTAN,10019,40.82823963724844,-73.95896833627513,85000,28000,Si,No,Fibra óptica,Si,No,No,No,No,No,Mensual,No,Cheque por correo,27,74.4,1972.35,PYME,Alto,8.5,0.0105035294117647,,3,0,62.0,3.3,15.6,0.36,0.16,No
0188-GWFLE,2025-11-11,Masculino,0,No,No,New York,NY,BROOKLYN,11233,40.70283138125691,-73.99336452958278,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,2,20.05,33.7,Residencial,Alto,9.0,0.0038190476190476,,3,0,50.0,3.3,39.3,0.37,0.15,No
0191-EQUUH,2023-12-22,Femenino,0,No,Si,New York,NY,MANHATTAN,10190,40.755477838627094,-73.92794639141978,85000,28000,No,Sin servicio,DSL,Si,No,No,Si,No,No,Dos años,No,Transferencia bancaria,25,35.05,844.45,PYME,Bajo,3.0,0.0049482352941176,,0,0,86.0,4.8,9.7,0.46,0.2,No
0191-ZHSKZ,2023-07-25,Masculino,1,No,No,New York,NY,BRONX,10461,40.88646431026939,-73.84425033480655,42000,13000,Si,No,DSL,Si,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,30,74.75,2111.3,Residencial,Medio,6.5,0.0213571428571428,,1,0,56.0,4.1,45.1,0.4,0.12,No
0193-ESZXP,2021-04-06,Femenino,1,Si,No,New York,NY,BRONX,10466,40.831910609109954,-73.84278983454608,42000,13000,Si,No,Fibra óptica,Si,Si,No,Si,Si,Si,Un año,Si,Tarjeta de crédito,58,105.5,6205.5,Corporativo,Medio,6.0,0.0301428571428571,Precio,5,2,27.0,1.5,5.0,0.23,0.07,Si
0195-IESCP,2025-03-16,Masculino,0,Si,No,New York,NY,QUEENS,11012,40.69021592587357,-73.7914445455244,72000,8500,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,10,85.25,855.3,PYME,Alto,10.5,0.0142083333333333,Precio,8,2,17.0,2.8,39.4,0.12,0.05,Si
0196-JTUQI,2025-04-15,Femenino,0,No,No,New York,NY,BRONX,10463,40.83654482838965,-73.84173209884716,42000,13000,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito,9,75.2,633.85,PYME,Alto,10.5,0.0214857142857142,Red,2,0,57.0,2.9,46.8,0.5,0.21,No
0196-VULGZ,2025-07-14,Femenino,1,Si,No,New York,NY,BRONX,10451,40.80221761955943,-73.8955983749032,42000,13000,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,6,84.35,474.9,PYME,Alto,10.5,0.0241,Servicio,6,0,16.0,2.0,29.7,0.09,0.03,Si
0197-PNKNK,2020-05-11,Femenino,0,Si,Si,New York,NY,MANHATTAN,10005,40.80559127466244,-73.93172380129874,85000,28000,Si,Si,Fibra óptica,Si,No,Si,No,No,No,Un año,No,Transferencia bancaria,69,84.45,5848.6,PYME,Alto,8.0,0.0119223529411764,Red,3,0,67.0,3.2,27.5,0.41,0.19,No
0201-MIBOL,2020-08-09,Femenino,1,No,No,New York,NY,BRONX,10468,40.88349421108828,-73.83375634143844,42000,13000,Si,Si,Fibra óptica,Si,No,No,No,Si,Si,Dos años,Si,Transferencia bancaria,66,102.4,6471.85,Corporativo,Medio,6.0,0.0292571428571428,,1,0,64.0,4.1,20.0,0.36,0.15,No
0201-OAMXR,2020-04-11,Femenino,0,No,No,New York,NY,QUEENS,11139,40.67937798762866,-73.74515770609464,72000,8500,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Un año,No,Tarjeta de crédito,70,115.55,8127.6,Corporativo,Medio,5.0,0.0192583333333333,Facturacion,4,0,25.0,2.2,7.4,0.27,0.13,Si
0203-HHYIJ,2023-12-22,Masculino,0,No,No,New York,NY,BRONX,10455,40.825257536628854,-73.8971960317845,42000,13000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Transferencia bancaria,25,25.3,676.35,Residencial,Medio,5.0,0.0072285714285714,Calidad,4,2,24.0,1.2,30.6,0.07,0.03,Si
0206-OYVOC,2022-04-01,Femenino,0,Si,Si,New York,NY,BRONX,10468,40.85282285321991,-73.82439650135454,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,Si,Cheque por correo,46,19.25,864.2,Residencial,Medio,4.0,0.0055,,2,0,53.0,3.2,34.4,0.39,0.18,No
0206-TBWLC,2021-08-04,Femenino,0,Si,No,New York,NY,BROOKLYN,11218,40.71226326448191,-73.90943596704906,63000,14000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Un año,Si,Cheque por correo,54,114.65,6049.5,Corporativo,Medio,5.0,0.0218380952380952,,1,0,59.0,4.1,4.3,0.48,0.16,No
0207-MDKNV,2024-10-17,Femenino,0,No,No,New York,NY,MANHATTAN,10038,40.81367468921781,-73.96094886364253,85000,28000,Si,No,Fibra óptica,Si,No,Si,Si,Si,Si,Mensual,No,Cheque electrónico,15,105.1,1582.75,Corporativo,Medio,7.5,0.0148376470588235,Precio,5,2,15.0,2.7,2.3,0.09,0.04,Si
0208-BPQEJ,2025-01-15,Femenino,0,Si,Si,New York,NY,BROOKLYN,11253,40.64608410685078,-73.9040083892162,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Transferencia bancaria,12,19.4,198.1,Residencial,Medio,7.5,0.003695238095238,,2,0,65.0,3.0,41.6,0.25,0.1,No
0212-ISBBF,2024-03-21,Femenino,0,No,No,New York,NY,BROOKLYN,11238,40.67548793222105,-73.9902921313998,63000,14000,No,Sin servicio,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,22,50.35,1098.85,Residencial,Medio,7.5,0.0095904761904761,,2,0,56.0,2.8,40.0,0.21,0.06,No
0214-JHPFW,2020-04-11,Femenino,0,Si,No,New York,NY,BRONX,10466,40.79985968536766,-73.82217200381517,42000,13000,No,Sin servicio,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,70,57.8,4039.3,PYME,Bajo,3.0,0.0165142857142857,,1,0,88.0,4.4,7.9,0.47,0.18,No
0215-BQKGS,2023-07-25,Masculino,0,No,No,New York,NY,BRONX,10463,40.880903339997225,-73.85821369264404,42000,13000,Si,No,Fibra óptica,Si,Si,Si,No,No,No,Mensual,Si,Tarjeta de crédito,30,84.3,2438.6,PYME,Alto,8.5,0.0240857142857142,Servicio,2,0,49.0,4.0,13.6,0.49,0.21,No
0218-QNVAS,2020-03-12,Masculino,0,Si,Si,New York,NY,MANHATTAN,10169,40.80605169285731,-73.98647123338473,85000,28000,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Un año,No,Transferencia bancaria,71,100.55,7113.75,Corporativo,Medio,7.0,0.014195294117647,,2,0,72.0,4.0,36.7,0.6,0.28,No
0219-QAERP,2023-07-25,Masculino,0,Si,No,New York,NY,QUEENS,11217,40.74326065232521,-73.75593125874283,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Tarjeta de crédito,30,19.8,576.65,Residencial,Medio,5.0,0.0033,,1,0,76.0,4.1,42.0,0.46,0.21,No
0219-YTZUE,2025-09-12,Masculino,0,Si,Si,New York,NY,BROOKLYN,11241,40.668810998050255,-73.98293264733651,63000,14000,Si,Si,Fibra óptica,No,Si,Si,No,No,No,Mensual,Si,Transferencia bancaria,4,84.8,371.9,PYME,Alto,12.0,0.0161523809523809,Precio,6,0,5.0,1.5,32.4,0.24,0.12,Si
0220-EBGCE,2025-11-11,Masculino,0,No,No,New York,NY,BROOKLYN,11227,40.67706049258779,-73.9338777864342,63000,14000,Si,No,Fibra óptica,No,No,Si,No,No,Si,Mensual,Si,Cheque electrónico,2,85.85,167.3,PYME,Alto,12.0,0.0163523809523809,Servicio,6,0,3.0,2.5,24.1,0.19,0.09,Si
0221-NAUXK,2025-03-16,Masculino,0,No,Si,New York,NY,MANHATTAN,10226,40.82173686470955,-73.93741267298806,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,Si,Transferencia bancaria,10,19.95,219.5,Residencial,Medio,6.0,0.0028164705882352,,2,0,73.0,4.6,47.5,0.65,0.29,No
0221-WMXNQ,2025-09-12,Masculino,1,No,No,New York,NY,BROOKLYN,11203,40.63258468524966,-73.9615378094252,63000,14000,Si,No,Fibra óptica,Si,No,No,No,No,No,Mensual,No,Cheque electrónico,4,75.35,273.4,PYME,Alto,11.0,0.0143523809523809,Servicio,4,0,37.0,3.7,42.5,0.43,0.21,No
0222-CNVPT,2021-10-03,Masculino,1,No,No,New York,NY,BRONX,10463,40.80767472028757,-73.8590993193687,42000,13000,No,Sin servicio,DSL,Si,No,No,No,Si,Si,Mensual,Si,Tarjeta de crédito,52,48.8,2555.05,Residencial,Medio,5.5,0.0139428571428571,,2,0,72.0,4.5,20.3,0.76,0.26,No
0224-HJAPT,2025-08-13,Masculino,0,No,No,New York,NY,BROOKLYN,11210,40.67320242395278,-73.96093098203073,63000,14000,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,5,47.15,223.15,Residencial,Alto,10.0,0.0089809523809523,Servicio,8,2,23.0,1.3,32.3,0.18,0.08,Si
0224-NIJLP,2025-05-15,Masculino,0,Si,Si,New York,NY,QUEENS,11613,40.713777408420064,-73.823610574534,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,8,20.15,165.5,Residencial,Medio,5.0,0.0033583333333333,,1,0,52.0,3.3,26.3,0.24,0.11,No
0224-RLWWD,2025-11-11,Femenino,1,No,No,New York,NY,QUEENS,11601,40.74711433569803,-73.79344288837322,72000,8500,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,2,44.3,89.3,Residencial,Alto,10.0,0.0073833333333333,,3,0,65.0,3.7,33.8,0.45,0.2,No
0225-ZORZP,2025-10-12,Masculino,0,No,No,New York,NY,BROOKLYN,11236,40.676552206736496,-73.92565594776286,63000,14000,Si,No,Fibra óptica,No,Si,No,No,No,Si,Mensual,No,Cheque electrónico,3,84.3,235.05,PYME,Alto,12.0,0.0160571428571428,,2,0,65.0,4.0,44.2,0.45,0.2,No
0228-MAUWC,2024-06-19,Masculino,0,No,No,New York,NY,STATEN ISLAND,10308,40.53150527097841,-74.11115304260161,82000,3200,Si,Si,DSL,No,No,Si,Si,No,No,Mensual,No,Cheque electrónico,19,59.55,1144.6,PYME,Medio,7.5,0.0087146341463414,,1,0,61.0,4.0,7.7,0.21,0.08,No
0229-LFJAF,2020-02-11,Masculino,0,No,No,New York,NY,STATEN ISLAND,10311,40.610731733271415,-74.12495907667879,82000,3200,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,No,Transferencia bancaria,72,69.65,4908.25,PYME,Bajo,3.0,0.0101926829268292,,0,0,98.0,4.8,9.8,0.42,0.19,No
0230-UBYPQ,2020-11-07,Masculino,1,Si,No,New York,NY,BROOKLYN,11217,40.647185266027094,-73.98318278797463,63000,14000,No,Sin servicio,DSL,Si,No,No,Si,No,No,Un año,No,Transferencia bancaria,63,36.1,2298.9,Residencial,Medio,4.0,0.0068761904761904,,2,0,78.0,4.2,8.1,0.75,0.32,No
0230-WEQUW,2020-08-09,Masculino,0,Si,No,New York,NY,BROOKLYN,11231,40.675899191537816,-73.92997218364928,63000,14000,No,Sin servicio,DSL,Si,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria,66,56.6,3789.2,PYME,Bajo,3.0,0.0107809523809523,,1,0,77.0,4.1,10.4,0.47,0.16,No
0231-LXVAP,2025-12-11,Masculino,0,No,No,New York,NY,BROOKLYN,11207,40.70081894838621,-73.91001746356346,63000,14000,Si,No,Fibra óptica,No,No,No,Si,No,No,Mensual,Si,Cheque electrónico,1,75.9,75.9,PYME,Alto,10.0,0.0144571428571428,Red,7,0,12.0,2.0,5.7,0.13,0.06,Si
0233-FTHAV,2021-02-05,Femenino,0,No,No,New York,NY,BROOKLYN,11205,40.67823583603844,-73.95844866715727,63000,14000,Si,Si,Fibra óptica,No,No,Si,No,No,No,Un año,Si,Transferencia bancaria,60,79.2,4765.0,PYME,Medio,7.0,0.0150857142857142,,1,0,68.0,3.1,39.9,0.31,0.15,No
0234-TEVTT,2022-01-31,Femenino,0,Si,Si,New York,NY,MANHATTAN,10089,40.736244595505894,-73.94855032536626,85000,28000,No,Sin servicio,DSL,Si,No,Si,No,No,Si,Un año,No,Tarjeta de crédito,48,45.0,2196.3,Residencial,Medio,4.0,0.0063529411764705,,2,0,83.0,4.3,40.0,0.66,0.26,No
0235-KGSLC,2025-12-11,Femenino,0,No,No,New York,NY,QUEENS,11269,40.765296759986256,-73.8106665917539,72000,8500,Si,No,Fibra óptica,No,No,Si,No,Si,No,Mensual,Si,Tarjeta de crédito,1,85.55,85.55,PYME,Alto,12.0,0.0142583333333333,Servicio,5,1,6.0,2.2,35.5,0.2,0.09,Si
0236-HFWSV,2024-10-17,Masculino,0,No,No,New York,NY,QUEENS,11080,40.69566109169823,-73.81267396061806,72000,8500,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,15,93.35,1444.65,PYME,Alto,10.5,0.0155583333333333,Servicio,8,1,20.0,2.5,20.1,0.27,0.11,Si
0237-YFUTL,2021-12-02,Femenino,0,Si,No,New York,NY,MANHATTAN,10200,40.78588121082956,-73.9694370171602,85000,28000,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Mensual,Si,Transferencia bancaria,50,109.65,5405.8,Corporativo,Medio,6.5,0.01548,,2,0,80.0,4.2,6.8,0.54,0.2,No
0238-WHBIQ,2020-02-11,Masculino,0,Si,Si,New York,NY,BROOKLYN,11226,40.721626979146386,-73.9419269321943,63000,14000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,72,89.7,6339.3,Corporativo,Medio,4.0,0.0170857142857142,,1,0,71.0,4.2,7.6,0.65,0.24,No
0239-OXEXL,2022-04-01,Femenino,0,No,No,New York,NY,BRONX,10455,40.80215633542158,-73.9094565397609,42000,13000,Si,Si,Fibra óptica,Si,Si,No,No,No,No,Mensual,No,Cheque por correo,46,84.25,3847.6,PYME,Alto,9.5,0.0240714285714285,,2,0,55.0,3.9,15.0,0.33,0.16,No
0244-LGNFY,2020-02-11,Femenino,0,Si,Si,New York,NY,BROOKLYN,11203,40.64544463889738,-73.93623675417982,63000,14000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,72,92.65,6733.0,Corporativo,Medio,4.0,0.017647619047619,,2,0,59.0,3.7,3.5,0.46,0.15,No
0247-SLUJI,2025-12-11,Masculino,0,Si,Si,New York,NY,MANHATTAN,10015,40.78134236015947,-74.01183425473924,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,1,19.7,19.7,Residencial,Alto,9.0,0.0027811764705882,,2,0,63.0,4.0,16.7,0.38,0.18,No
0248-IPDFW,2025-12-11,Femenino,0,No,No,New York,NY,BROOKLYN,11239,40.65542856607081,-73.97726035003684,63000,14000,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,1,50.1,50.1,Residencial,Alto,11.0,0.0095428571428571,,4,0,47.0,3.9,40.1,0.36,0.15,No
0248-PGHBZ,2020-07-10,Femenino,1,No,No,New York,NY,STATEN ISLAND,10312,40.56012392452284,-74.11641586190945,82000,3200,Si,No,Fibra óptica,Si,Si,No,Si,Si,No,Dos años,Si,Transferencia bancaria,67,92.45,6140.85,Corporativo,Medio,4.0,0.0135292682926829,,1,0,63.0,3.5,3.5,0.37,0.13,No
0253-ZTEOB,2022-01-31,Femenino,0,Si,Si,New York,NY,BROOKLYN,11210,40.702035127712115,-73.980047879755,63000,14000,Si,Si,DSL,No,Si,No,Si,Si,Si,Dos años,No,Cheque electrónico,48,79.65,3870.3,Corporativo,Bajo,3.0,0.0151714285714285,,1,0,79.0,4.5,7.6,0.67,0.28,No
0254-FNMCI,2020-02-11,Femenino,0,No,No,New York,NY,QUEENS,11262,40.73749847477555,-73.75130058209982,72000,8500,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,72,109.9,7624.2,Corporativo,Medio,4.0,0.0183166666666666,,2,0,73.0,4.0,3.5,0.56,0.26,No
0254-KCJGT,2021-10-03,Masculino,0,Si,No,New York,NY,BRONX,10459,40.84099252042057,-73.83032082621341,42000,13000,Si,Si,DSL,Si,Si,Si,Si,No,Si,Un año,Si,Tarjeta de crédito,52,81.4,4354.45,PYME,Medio,5.0,0.0232571428571428,,1,0,83.0,4.7,5.9,0.45,0.16,No
