ClienteID,FechaRegistro,Genero,EsMayor,TienePareja,TieneDependientes,Ciudad,Estado,Borough,CodigoPostal,Latitud,Longitud,IngresoMediano,DensidadPoblacional,ServicioTelefono,LineasMultiples,TipoInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturacionSinPapel,MetodoPago,Antiguedad,CargoMensual,SegmentoCliente,nivel_riesgo,score_riesgo,ratio_precio_ingreso,TipoDeQueja,TicketsSoporte,Escaladas,PuntuacionNPS,PuntuacionCSAT,TiempoResolucion,TasaAperturaEmail,TasaClicsMarketing,Cancelacion,tenure_group,income_bracket,has_queja,alto_tickets,servicios_premium_count,nps_categoria,csat_categoria,risk_flag,borough_risk,high_density_area,CustomerValueRatio,PriceIncomePercent,ServicioTelefono_Binary,LineasMultiples_Binary,SeguridadOnline_Binary,RespaldoOnline_Binary,ProteccionDispositivo_Binary,SoporteTecnico_Binary,StreamingTV_Binary,StreamingPeliculas_Binary,ServicesCount,EngagementScore,EstimatedLTV,AvgMonthlyValue,TenureGroup,PriceSegment,HighRisk_ContractTenure,MediumRisk_ContractTenure,IncomePriceMismatch,HighRiskSegment,Log_ChargesMonthly,Log_EstimatedLTV,Log_Tenure,Sqrt_Tenure,Sqrt_ServicesCount,Churn_Binary
0064-YIJGF,2023-10-23,Masculino,0,Si,Si,New York,NY,MANHATTAN,10141,40.71077845964728,-73.94515863358788,85000,28000,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,27,75.75,PYME,Alto,9.5,0.0106941176470588,,3,0,56.0,4.2,18.1,0.37,0.17,No,25-48 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.010694117647058824,1.0694117647058825,1,1,0,0,0,0,0,0,2,0.7035830618892508,2045.25,73.04464285714286,24-48_months,Premium,0,0,0,0,4.340553386467307,7.623764128685345,3.332204510175204,5.196152422706632,1.4142135623730951,0
0067-DKWBL,2025-11-11,Masculino,1,No,No,New York,NY,BROOKLYN,11245,40.59608666065471,-74.07603173570513,63000,14000,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,2,49.25,Residencial,Alto,9.0,0.0093809523809523,Red,5,2,22.0,2.0,12.9,0.16,0.08,Si,0-12 meses,Medium,1,1,1,Promotor,Insatisfecho,0,26.39182522903453,1,0.00938095238095238,0.9380952380952381,1,0,1,0,0,0,0,0,2,0.07960199004975124,98.5,32.833333333333336,0-12_months,Standard,0,0,0,0,3.917010546939185,4.600157644164547,1.0986122886681098,1.4142135623730951,1.4142135623730951,1
0068-FIGTF,2023-10-23,Femenino,0,No,No,New York,NY,MANHATTAN,10061,40.6758594284048,-73.84347526766143,85000,28000,Si,No,DSL,No,Si,Si,Si,Si,Si,Un año,No,Cheque por correo,27,78.2,PYME,Medio,4.0,0.01104,,1,0,83.0,4.0,10.1,0.58,0.19,No,25-48 meses,High,0,0,3,Promotor,Satisfecho,0,29.0176322418136,1,0.011040000000000001,1.104,1,0,0,1,1,1,1,1,6,2.0454545454545454,2111.4,75.40714285714286,24-48_months,Premium,0,0,0,0,4.37197629882038,7.655580020832778,3.332204510175204,5.196152422706632,2.449489742783178,0
0071-NDAFP,2023-12-22,Masculino,0,Si,Si,New York,NY,BRONX,10461,40.51005524980205,-74.24782208344305,42000,13000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,25,25.5,Residencial,Medio,4.0,0.0072857142857142,,2,0,50.0,3.4,24.9,0.25,0.12,No,25-48 meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.007285714285714286,0.7285714285714286,1,1,0,0,0,0,0,0,2,1.8867924528301887,637.5,24.51923076923077,24-48_months,Budget,0,0,0,0,3.2771447329921766,6.459121675472594,3.258096538021482,5.0,1.4142135623730951,0
0074-HDKDG,2023-12-22,Masculino,0,Si,Si,New York,NY,BROOKLYN,11211,40.535572687765864,-74.15247267563302,63000,14000,Si,No,DSL,Si,Si,Si,No,No,No,Un año,Si,Transferencia bancaria,25,61.6,Residencial,Medio,5.0,0.0117333333333333,,2,0,65.0,3.1,36.7,0.46,0.22,No,25-48 meses,Medium,0,0,3,Promotor,Satisfecho,0,26.39182522903453,1,0.011733333333333333,1.1733333333333333,1,0,1,1,1,0,0,0,4,1.5974440894568689,1540.0,59.23076923076923,24-48_months,Standard,0,0,0,0,4.136765278106052,7.340186835320115,3.258096538021482,5.0,2.0,0
0076-LVEPS,2023-08-24,Masculino,0,No,Si,New York,NY,QUEENS,11691,40.56462874563699,-74.14869870057498,72000,8500,No,Sin servicio,DSL,Si,Si,Si,Si,No,No,Mensual,Si,Cheque por correo,29,45.0,Residencial,Medio,4.5,0.0075,,1,0,80.0,5.0,8.9,0.4,0.16,No,25-48 meses,Medium,0,0,4,Promotor,Satisfecho,0,24.60515378221114,0,0.0075,0.75,0,0,1,1,1,1,0,0,4,2.5217391304347827,1305.0,43.5,24-48_months,Standard,0,0,0,0,3.828641396489095,7.174724309836376,3.4011973816621555,5.385164807134504,2.0,0
0078-XZMHT,2020-02-11,Masculino,0,Si,No,New York,NY,BROOKLYN,11228,40.76608767141117,-73.96566499762076,63000,14000,Si,Si,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,72,85.15,Corporativo,Medio,4.0,0.0162190476190476,,2,0,65.0,3.3,6.8,0.29,0.14,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,26.39182522903453,1,0.01621904761904762,1.621904761904762,1,1,0,1,1,1,1,1,7,5.8502611723737665,6130.8,83.98356164383561,48+_months,Premium,0,0,0,0,4.456089962973938,8.721243623673757,4.290459441148391,8.48528137423857,2.6457513110645907,0
0080-EMYVY,2024-11-16,Femenino,0,No,No,New York,NY,QUEENS,11126,40.70454377623595,-73.90186173156883,72000,8500,Si,No,DSL,No,Si,No,No,No,No,Un año,No,Tarjeta de crédito,14,51.45,Residencial,Medio,7.0,0.008575,,2,0,51.0,3.5,47.9,0.36,0.15,No,13-24 meses,Medium,0,0,1,Promotor,Satisfecho,0,24.60515378221114,0,0.008575000000000001,0.8575000000000002,1,0,0,1,0,0,0,0,2,0.5338417540514776,720.3000000000001,48.02,12-24_months,Standard,0,0,0,0,3.9598603348423063,6.581055139509627,2.70805020110221,3.7416573867739413,1.4142135623730951,0
0080-OROZO,2023-02-25,Femenino,0,No,No,New York,NY,QUEENS,11565,40.756192112317805,-73.99056478174674,72000,8500,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,35,99.25,Corporativo,Medio,5.0,0.0165416666666666,,2,0,51.0,3.6,5.9,0.37,0.12,No,25-48 meses,Medium,0,0,2,Promotor,Satisfecho,0,24.60515378221114,0,0.016541666666666666,1.6541666666666666,1,0,0,0,1,1,1,1,5,1.745635910224439,3473.75,96.49305555555556,24-48_months,Enterprise,0,0,0,0,4.6076670661866785,8.153277812964868,3.58351893845611,5.916079783099616,2.23606797749979,0
0082-LDZUE,2025-12-11,Masculino,0,No,No,New York,NY,MANHATTAN,10054,40.70300026294933,-73.8679654063348,85000,28000,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,1,44.3,Residencial,Alto,10.0,0.0062541176470588,,2,0,47.0,3.5,21.8,0.26,0.08,No,0-12 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.006254117647058823,0.6254117647058823,1,0,0,0,0,0,0,0,1,0.02207505518763797,44.3,22.15,0-12_months,Standard,0,0,0,0,3.8133070324889884,3.8133070324889884,0.6931471805599453,1.0,1.0,0
0082-OQIQY,2023-08-24,Masculino,0,No,No,New York,NY,STATEN ISLAND,10304,40.65807162354086,-73.9151935069124,82000,3200,Si,No,Fibra óptica,No,No,No,Si,Si,Si,Mensual,Si,Cheque electrónico,29,94.2,Corporativo,Medio,7.5,0.0137853658536585,,2,0,80.0,4.5,2.8,0.79,0.32,No,25-48 meses,High,0,0,1,Promotor,Satisfecho,0,26.58730158730159,0,0.013785365853658537,1.3785365853658538,1,0,0,0,0,1,1,1,4,1.218487394957983,2731.8,91.06,24-48_months,Enterprise,0,0,0,0,4.55597994179732,7.91308200359425,3.4011973816621555,5.385164807134504,2.0,0
0083-PIVIK,2020-10-08,Masculino,0,No,No,New York,NY,BRONX,10474,40.6356257471606,-73.99508554482603,42000,13000,Si,Si,DSL,Si,Si,Si,Si,Si,No,Un año,No,Cheque electrónico,64,81.25,PYME,Medio,5.0,0.0232142857142857,,2,0,68.0,3.3,5.0,0.41,0.16,No,49+ meses,Low,0,0,4,Promotor,Satisfecho,0,25.660569105691057,0,0.023214285714285715,2.3214285714285716,1,1,1,1,1,1,1,0,7,5.446808510638298,5200.0,80.0,48+_months,Premium,0,0,1,0,4.409763389645481,8.556606193773073,4.174387269895637,8.0,2.6457513110645907,0
0089-IIQKO,2022-10-28,Femenino,0,Si,Si,New York,NY,BRONX,10454,40.57832431658436,-73.84431222604964,42000,13000,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,Mensual,Si,Tarjeta de crédito,39,99.95,Corporativo,Medio,7.5,0.0285571428571428,,1,0,62.0,4.1,3.3,0.48,0.17,No,25-48 meses,Low,0,0,1,Promotor,Satisfecho,0,25.660569105691057,0,0.028557142857142857,2.855714285714286,1,1,0,0,0,1,1,1,5,1.9316493313521546,3898.05,97.45125,24-48_months,Enterprise,0,0,1,0,4.614625344758847,8.268488212701348,3.6888794541139363,6.244997998398398,2.23606797749979,0
0093-EXYQL,2022-09-28,Femenino,1,No,No,New York,NY,BRONX,10471,40.63795959211793,-73.97816161666773,42000,13000,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,40,91.55,PYME,Alto,9.5,0.0261571428571428,Servicio,2,0,69.0,3.3,15.5,0.26,0.13,No,25-48 meses,Low,1,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.026157142857142858,2.6157142857142857,1,0,0,0,0,0,1,1,3,1.2965964343598055,3662.0,89.3170731707317,24-48_months,Enterprise,0,0,1,0,4.527749039019507,8.206037762778815,3.713572066704308,6.324555320336759,1.7320508075688772,0
0093-XWZFY,2022-09-28,Masculino,0,No,No,New York,NY,QUEENS,11174,40.545099324129275,-74.16097153107545,72000,8500,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Tarjeta de crédito,40,104.5,PYME,Alto,8.5,0.0174166666666666,Precio,7,0,0.0,2.8,42.9,0.27,0.13,No,25-48 meses,Medium,1,1,2,Detractor,Insatisfecho,0,24.60515378221114,0,0.017416666666666667,1.7416666666666667,1,1,0,1,1,0,1,1,6,2.2748815165876777,4180.0,101.95121951219512,24-48_months,Enterprise,0,0,0,0,4.658710952916121,8.338305731356565,3.713572066704308,6.324555320336759,2.449489742783178,0
0094-OIFMO,2025-02-14,Femenino,1,No,No,New York,NY,BRONX,10462,40.6447089128814,-73.95799802809628,42000,13000,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,11,95.0,PYME,Alto,9.5,0.0271428571428571,Servicio,7,2,20.0,1.6,14.8,0.23,0.1,Si,0-12 meses,Low,1,1,1,Promotor,Insatisfecho,0,25.660569105691057,0,0.027142857142857142,2.7142857142857144,1,0,0,1,0,0,1,1,4,0.4583333333333333,1045.0,87.08333333333333,0-12_months,Enterprise,0,0,1,0,4.564348191467836,6.952728644624869,2.4849066497880004,3.3166247903554,2.0,1
0096-BXERS,2025-07-14,Femenino,0,Si,No,New York,NY,MANHATTAN,10068,40.67975146135893,-73.9578641913268,85000,28000,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,6,50.35,Residencial,Alto,9.5,0.0071082352941176,Red,2,0,45.0,3.6,47.7,0.41,0.19,No,0-12 meses,High,1,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.007108235294117648,0.7108235294117647,1,1,0,0,0,0,0,0,2,0.23369036027263876,302.1,43.15714285714286,0-12_months,Standard,0,0,0,0,3.9386649363745674,5.714062784063757,1.9459101490553132,2.449489742783178,1.4142135623730951,0
0096-FCPUF,2023-07-25,Masculino,0,No,No,New York,NY,MANHATTAN,10051,40.5331943933614,-74.1727569092839,85000,28000,Si,Si,DSL,Si,No,No,No,No,Si,Mensual,Si,Cheque por correo,30,64.5,Residencial,Medio,7.5,0.0091058823529411,,1,0,64.0,4.1,37.7,0.39,0.16,No,25-48 meses,High,0,0,1,Promotor,Satisfecho,0,29.0176322418136,1,0.009105882352941177,0.9105882352941177,1,1,1,0,0,0,0,1,4,1.83206106870229,1935.0,62.41935483870968,24-48_months,Standard,0,0,0,0,4.182050142641207,7.568379267836522,3.4339872044851463,5.477225575051661,2.0,0
0098-BOWSO,2023-10-23,Masculino,0,No,No,New York,NY,MANHATTAN,10108,40.57161213492432,-74.11187311672131,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque electrónico,27,19.4,Residencial,Medio,6.5,0.0027388235294117,,2,0,57.0,3.5,46.9,0.48,0.19,No,25-48 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.0027388235294117645,0.27388235294117647,1,0,0,0,0,0,0,0,1,1.323529411764706,523.8,18.707142857142856,24-48_months,Budget,0,0,0,0,3.0155349008501706,6.263017237629879,3.332204510175204,5.196152422706632,1.0,0
0100-DUVFC,2020-04-11,Masculino,1,Si,No,New York,NY,BROOKLYN,11223,40.651228438732744,-73.9407929089129,63000,14000,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Un año,Si,Cheque electrónico,70,104.8,Corporativo,Medio,7.0,0.0199619047619047,,1,0,64.0,3.2,22.2,0.35,0.16,No,49+ meses,Medium,0,0,2,Promotor,Satisfecho,0,26.39182522903453,1,0.01996190476190476,1.996190476190476,1,1,0,1,1,0,1,1,6,3.9697542533081287,7336.0,103.32394366197182,48+_months,Enterprise,0,0,0,0,4.661550519424199,8.900685318713995,4.2626798770413155,8.366600265340756,2.449489742783178,0
0103-CSITQ,2021-05-06,Femenino,0,Si,No,New York,NY,BROOKLYN,11253,40.68180370033028,-73.9378200947629,63000,14000,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,57,109.4,Corporativo,Medio,5.0,0.0208380952380952,,1,0,76.0,4.4,4.4,0.61,0.22,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,26.39182522903453,1,0.02083809523809524,2.083809523809524,1,1,0,1,1,1,1,1,7,3.6141304347826084,6235.8,107.51379310344828,48+_months,Enterprise,0,0,0,0,4.704110133842995,8.73822250931324,4.060443010546419,7.54983443527075,2.6457513110645907,0
0104-PPXDV,2021-04-06,Masculino,0,Si,No,New York,NY,BROOKLYN,11201,40.72818963084767,-73.85484017063999,63000,14000,Si,No,DSL,No,No,Si,No,No,No,Un año,No,Tarjeta de crédito,58,50.3,Residencial,Medio,6.0,0.0095809523809523,,1,0,51.0,3.0,27.4,0.49,0.17,No,49+ meses,Medium,0,0,1,Promotor,Neutral,0,26.39182522903453,1,0.009580952380952381,0.9580952380952381,1,0,0,0,1,0,0,0,2,2.261208576998051,2917.3999999999996,49.44745762711864,48+_months,Standard,0,0,0,0,3.937690752176724,7.978790799880012,4.07753744390572,7.615773105863909,1.4142135623730951,0
0106-GHRQR,2024-09-17,Masculino,0,No,No,New York,NY,BRONX,10451,40.60766678367174,-74.12105965266201,42000,13000,Si,Si,DSL,No,Si,Si,No,No,Si,Mensual,Si,Transferencia bancaria,16,71.4,Residencial,Medio,7.5,0.0204,,2,0,56.0,3.6,47.6,0.26,0.09,No,13-24 meses,Low,0,0,2,Promotor,Satisfecho,0,25.660569105691057,0,0.0204,2.04,1,1,0,1,1,0,0,1,5,1.1049723756906076,1142.4,67.2,12-24_months,Premium,0,0,0,0,4.282206299391671,7.041761558829871,2.833213344056216,4.0,2.23606797749979,0
0106-UGRDO,2020-05-11,Femenino,0,Si,No,New York,NY,BROOKLYN,11226,40.75375784147327,-73.99604774811701,63000,14000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,69,116.0,Corporativo,Medio,4.0,0.022095238095238,,1,0,77.0,4.4,2.5,0.7,0.21,No,49+ meses,Medium,0,0,4,Promotor,Satisfecho,0,26.39182522903453,1,0.022095238095238095,2.2095238095238097,1,1,1,1,1,1,1,1,8,4.717948717948718,8004.0,114.34285714285714,48+_months,Enterprise,0,0,0,0,4.762173934797756,8.987821625430815,4.248495242049359,8.306623862918075,2.8284271247461903,0
0107-WESLM,2025-12-11,Masculino,0,No,No,New York,NY,BROOKLYN,11227,40.72908205134401,-73.98878264737927,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque electrónico,1,19.85,Residencial,Alto,9.0,0.0037809523809523,Red,5,0,21.0,2.3,40.4,0.19,0.09,Si,0-12 meses,Medium,1,1,0,Promotor,Insatisfecho,0,26.39182522903453,1,0.0037809523809523814,0.37809523809523815,1,0,0,0,0,0,0,0,1,0.047961630695443645,19.85,9.925,0-12_months,Budget,0,0,0,0,3.0373539482448106,3.0373539482448106,0.6931471805599453,1.0,1.0,1
0107-YHINA,2025-12-11,Masculino,0,No,Si,New York,NY,QUEENS,11474,40.11238533659802,-77.51958437167269,72000,8500,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,1,99.75,PYME,Alto,11.0,0.016625,Servicio,5,0,7.0,2.2,40.2,0.08,0.02,Si,0-12 meses,Medium,1,1,1,Pasivo,Insatisfecho,0,24.60515378221114,0,0.016625,1.6625,1,1,0,0,1,0,1,1,5,0.04962779156327544,99.75,49.875,0-12_months,Enterprise,0,0,0,0,4.612642200826793,4.612642200826793,0.6931471805599453,1.0,2.23606797749979,1
0111-KLBQG,2023-05-26,Masculino,1,Si,Si,New York,NY,MANHATTAN,10277,40.61188246739585,-74.15143679746318,85000,28000,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque por correo,32,93.95,PYME,Alto,8.5,0.0132635294117647,Red,4,2,55.0,3.1,18.1,0.32,0.1,No,25-48 meses,High,1,1,1,Promotor,Satisfecho,0,29.0176322418136,1,0.013263529411764707,1.3263529411764707,1,0,0,1,0,0,1,1,4,1.348077935755661,3006.4,91.10303030303031,24-48_months,Enterprise,0,0,0,0,4.553350437258295,8.00883119708822,3.4965075614664802,5.656854249492381,2.0,0
0112-QAWRZ,2024-09-17,Masculino,0,Si,Si,New York,NY,BRONX,10459,40.67724114804704,-73.92720336369308,42000,13000,Si,Si,Fibra óptica,No,No,Si,No,Si,No,Mensual,Si,Transferencia bancaria,16,90.8,PYME,Alto,10.5,0.0259428571428571,Precio,3,0,69.0,3.8,28.4,0.29,0.11,No,13-24 meses,Low,1,0,1,Promotor,Satisfecho,0,25.660569105691057,0,0.025942857142857143,2.5942857142857143,1,1,0,0,1,0,1,0,4,0.6971677559912854,1452.8,85.45882352941176,12-24_months,Enterprise,0,0,1,0,4.519612297626445,7.281936097050535,2.833213344056216,4.0,2.0,0
0112-QWPNC,2022-01-01,Masculino,0,Si,No,New York,NY,MANHATTAN,10267,40.84579560951496,-73.89192710400724,85000,28000,Si,Si,DSL,Si,No,Si,Si,Si,Si,Un año,No,Cheque electrónico,49,84.35,PYME,Medio,5.0,0.0119082352941176,Precio,3,0,26.0,1.1,11.5,0.23,0.1,No,49+ meses,High,1,0,3,Promotor,Insatisfecho,0,29.0176322418136,1,0.011908235294117647,1.1908235294117646,1,1,1,0,1,1,1,1,7,4.018746338605741,4133.15,82.663,48+_months,Premium,0,0,0,0,4.4467604492404496,8.327037024053695,3.912023005428146,7.0,2.6457513110645907,0
0114-IGABW,2020-03-12,Femenino,0,Si,No,New York,NY,STATEN ISLAND,10312,40.75171836730525,-73.85539164584124,82000,3200,No,Sin servicio,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,71,58.25,PYME,Bajo,3.0,0.0085243902439024,Ninguna,0,0,84.0,4.6,9.2,0.62,0.25,No,49+ meses,High,1,0,3,Promotor,Satisfecho,0,26.58730158730159,0,0.00852439024390244,0.852439024390244,0,0,0,1,1,1,1,1,5,5.991561181434599,4135.75,57.44097222222222,48+_months,Standard,0,0,0,0,4.081765780015241,8.327665734371953,4.276666119016055,8.426149773176359,2.23606797749979,0
0114-PEGZZ,2023-04-26,Femenino,0,No,No,New York,NY,BRONX,10472,40.72259765975002,-73.84986292914033,42000,13000,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,No,Cheque electrónico,33,107.55,PYME,Alto,9.5,0.0307285714285714,Servicio,2,0,54.0,3.2,43.8,0.22,0.08,No,25-48 meses,Low,1,0,2,Promotor,Satisfecho,0,25.660569105691057,0,0.030728571428571428,3.072857142857143,1,1,0,1,1,0,1,1,6,1.8240442192538002,3549.15,104.38676470588236,24-48_months,Enterprise,0,0,1,0,4.6872108963243,8.174745135097933,3.5263605246161616,5.744562646538029,2.449489742783178,0
0114-RSRRW,2025-03-16,Femenino,0,Si,No,New York,NY,MANHATTAN,10142,40.11238533659802,-77.51958437167269,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Transferencia bancaria,10,19.95,Residencial,Medio,7.5,0.0028164705882352,,1,0,54.0,3.9,15.7,0.2,0.06,No,0-12 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.002816470588235294,0.2816470588235294,1,0,0,0,0,0,0,0,1,0.47732696897374705,199.5,18.136363636363637,0-12_months,Budget,0,0,0,0,3.0421386463681466,5.300814246746624,2.3978952727983707,3.1622776601683795,1.0,0
0115-TFERT,2024-04-20,Masculino,0,Si,No,New York,NY,MANHATTAN,10055,40.73045754511662,-73.99364974329583,85000,28000,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,21,111.2,Corporativo,Medio,7.5,0.0156988235294117,Facturacion,3,0,32.0,3.1,2.1,0.4,0.13,No,13-24 meses,High,1,0,3,Promotor,Satisfecho,0,29.0176322418136,1,0.015698823529411765,1.5698823529411765,1,1,0,1,1,1,1,1,7,1.3101604278074865,2335.2000000000003,106.14545454545456,12-24_months,Enterprise,0,0,0,0,4.720282993088596,7.756280956721596,3.091042453358316,4.58257569495584,2.6457513110645907,0
0117-LFRMW,2022-12-27,Masculino,0,Si,Si,New York,NY,BRONX,10451,40.73692858072974,-73.87821113749929,42000,13000,No,Sin servicio,DSL,Si,Si,Si,No,No,No,Mensual,No,Transferencia bancaria,37,40.2,Residencial,Medio,5.5,0.0114857142857142,Precio,4,2,13.0,1.3,19.3,0.15,0.05,No,25-48 meses,Low,1,1,3,Promotor,Insatisfecho,0,25.660569105691057,0,0.011485714285714287,1.1485714285714286,0,0,1,1,1,0,0,0,3,2.6941747572815533,1487.4,39.142105263157895,24-48_months,Standard,0,0,0,0,3.7184382563554808,7.305456996472468,3.6375861597263857,6.082762530298219,1.7320508075688772,0
0118-JPNOY,2023-11-22,Femenino,1,No,No,New York,NY,QUEENS,11083,40.76297140743939,-73.91575664351248,72000,8500,Si,No,Fibra óptica,Si,No,No,No,Si,No,Mensual,Si,Tarjeta de crédito,26,85.8,PYME,Alto,9.5,0.0143,Precio,4,0,68.0,3.8,41.4,0.39,0.14,No,25-48 meses,Medium,1,1,1,Promotor,Satisfecho,0,24.60515378221114,0,0.0143,1.43,1,0,1,0,0,0,1,0,3,0.8986175115207373,2230.7999999999997,82.6222222222222,24-48_months,Premium,0,0,0,0,4.463606621666305,7.7105637137516005,3.295836866004329,5.0990195135927845,1.7320508075688772,0
0121-SNYRK,2021-12-02,Masculino,0,No,No,New York,NY,BRONX,10463,40.11238533659802,-77.51958437167269,42000,13000,No,Sin servicio,DSL,Si,No,No,Si,No,No,Un año,Si,Cheque por correo,50,35.4,Residencial,Medio,4.0,0.0101142857142857,,2,0,68.0,3.8,6.2,0.31,0.12,No,49+ meses,Low,0,0,2,Promotor,Satisfecho,0,25.660569105691057,0,0.010114285714285715,1.0114285714285716,0,0,1,0,0,1,0,0,2,2.7472527472527473,1770.0,34.705882352941174,48+_months,Budget,0,0,0,0,3.594568774642695,7.479299637782834,3.9318256327243257,7.0710678118654755,1.4142135623730951,0
0122-OAHPZ,2025-06-14,Femenino,0,No,No,New York,NY,MANHATTAN,10087,40.76806228361677,-73.9606567182028,85000,28000,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,7,73.85,PYME,Alto,10.5,0.0104258823529411,Servicio,8,0,17.0,1.4,18.9,0.09,0.04,Si,0-12 meses,High,1,1,0,Promotor,Insatisfecho,0,29.0176322418136,1,0.010425882352941175,1.0425882352941176,1,1,0,0,0,0,0,0,2,0.18704074816299265,516.9499999999999,64.61874999999999,0-12_months,Premium,0,0,0,0,4.3154861108656375,6.249878712504111,2.0794415416798357,2.6457513110645907,1.4142135623730951,1
0123-CRBRT,2021-01-06,Femenino,0,Si,Si,New York,NY,BROOKLYN,11234,40.682846873004806,-73.96390148931783,63000,14000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque por correo,61,88.1,Corporativo,Medio,4.0,0.0167809523809523,,1,0,52.0,3.8,7.5,0.36,0.16,No,49+ meses,Medium,0,0,4,Promotor,Satisfecho,0,26.39182522903453,1,0.01678095238095238,1.6780952380952379,1,1,1,1,1,1,1,1,8,5.47699214365881,5374.099999999999,86.67903225806451,48+_months,Premium,0,0,0,0,4.489759334476764,8.589532457473961,4.127134385045092,7.810249675906654,2.8284271247461903,0
0125-LZQXK,2024-10-17,Masculino,0,No,No,New York,NY,MANHATTAN,10067,40.75652231646266,-73.92960367511526,85000,28000,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,15,101.35,Corporativo,Medio,7.5,0.0143082352941176,Facturacion,5,0,12.0,1.9,6.0,0.07,0.03,No,13-24 meses,High,1,1,2,Promotor,Insatisfecho,0,29.0176322418136,1,0.014308235294117648,1.4308235294117648,1,0,0,0,1,1,1,1,5,0.732779677576942,1520.25,95.015625,12-24_months,Enterprise,0,0,0,0,4.628398312107299,7.3272876443017365,2.772588722239781,3.872983346207417,2.23606797749979,0
0128-MKWSG,2023-11-22,Femenino,0,No,Si,New York,NY,BRONX,10472,40.7128487179766,-73.90426990115682,42000,13000,No,Sin servicio,DSL,Si,No,No,Si,No,Si,Mensual,No,Cheque por correo,26,45.8,Residencial,Medio,5.5,0.0130857142857142,,1,0,65.0,2.8,5.5,0.38,0.12,No,25-48 meses,Low,0,0,2,Promotor,Insatisfecho,0,25.660569105691057,0,0.013085714285714286,1.3085714285714285,0,0,1,0,0,1,0,1,3,1.6666666666666667,1190.8,44.1037037037037,24-48_months,Standard,0,0,0,0,3.845883202923601,7.083220048312879,3.295836866004329,5.0990195135927845,1.7320508075688772,0
0129-KPTWJ,2020-02-11,Masculino,0,Si,No,New York,NY,QUEENS,11611,40.85175474336876,-73.88942690502574,72000,8500,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,72,94.65,PYME,Alto,8.5,0.015775,Precio,4,2,48.0,3.4,17.9,0.43,0.2,No,49+ meses,Medium,1,1,1,Promotor,Satisfecho,0,24.60515378221114,0,0.015775,1.5775000000000001,1,0,0,0,1,0,1,1,4,3.0109775222164137,6814.8,93.35342465753425,48+_months,Enterprise,0,0,0,0,4.560695695886262,8.82699872535564,4.290459441148391,8.48528137423857,2.0,0
