cliente_id,pais,ciudad,estado,borough,codigo_postal,latitud,longitud,ingreso_mediano,densidad_poblacional,genero,edad,es_mayor,tiene_pareja,tiene_dependientes,segmento_cliente,fecha_registro,tipo_contrato,antiguedad,canal_registro,metodo_pago,cargo_mensual,ingresos_totales,errores_pago,descuento_aplicado,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,lineas_multiples,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,tiempo_sesion_promedio,visitas_app_mensual,features_nuevas_usadas,tickets_soporte,tiempo_resolucion,tipo_queja,escaladas,ultimo_contacto_soporte,puntuacion_nps,puntuacion_csat,tasa_apertura_email,tasa_clics_marketing,respuesta_encuesta,referencias_hechas,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,competidores_area,ofertas_recibidas,precio_vs_mercado,cancelacion
0093-EXYQL,USA,New York,NY,BRONX,10471,40.63795959211793,-73.97816161666773,42000.0,13000.0,Femenino,42.0,1,No,No,PYME,2022-09-28,Mensual,40,Web,Cheque electrónico,163.04,6521.599999999999,2,No,No,Si,Si,No,Fibra óptica,No,No,No,No,Si,Si,120,4,84.1,6,7.49,27.79,41,3,2,15.5,Servicio,0,2025-12-22,69,3.3,0.26,0.13,Satisfecho,0.0,2025-12-22,1,15,0,0,4,0,Competitivo,0
0093-XWZFY,USA,New York,NY,QUEENS,11174,40.545099324129275,-74.16097153107545,72000.0,8500.0,Masculino,48.0,0,No,No,PYME,2022-09-28,Mensual,40,Web,Tarjeta de crédito,155.73,6229.2,2,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,78,7,110.48,5,14.55,38.63,46,2,7,42.9,Precio,0,2025-12-18,0,2.8,0.27,0.13,Neutral,0.0,2025-11-22,1,15,0,0,3,1,Competitivo,0
0094-OIFMO,USA,New York,NY,BRONX,10462,40.6447089128814,-73.95799802809628,42000.0,13000.0,Femenino,36.0,1,No,No,PYME,2025-02-14,Mensual,11,Web,Cheque electrónico,160.31,1763.41,0,25%,Si,Si,Si,No,Fibra óptica,No,Si,No,No,Si,Si,5,2,10.22,1,0.76,61.9,86,5,7,14.8,Servicio,2,2025-12-09,20,1.6,0.23,0.1,Insatisfecho,0.0,2025-12-13,2,0,0,0,2,0,Competitivo,1
0096-BXERS,USA,New York,NY,MANHATTAN,10068,40.67975146135893,-73.9578641913268,85000.0,28000.0,Femenino,58.0,0,Si,No,Residencial,2025-07-14,Mensual,6,Web,Cheque electrónico,62.4,374.4,0,No,No,No,Si,Si,DSL,No,No,No,No,No,No,82,4,82.08,8,-2.01,97.63,27,8,2,47.7,Red,0,2025-11-21,45,3.6,0.41,0.19,Neutral,0.0,2025-12-27,0,0,0,1,7,0,Competitivo,0
0096-FCPUF,USA,New York,NY,MANHATTAN,10051,40.5331943933614,-74.1727569092839,85000.0,28000.0,Masculino,47.0,0,No,No,Residencial,2023-07-25,Mensual,30,Web,Cheque por correo,59.05,1771.5,0,No,Si,Si,Si,Si,DSL,Si,No,No,No,No,Si,131,4,92.01,11,23.82,88.14,12,4,1,37.7,Ninguna,0,2025-07-20,64,4.1,0.39,0.16,Satisfecho,1.0,2025-12-06,3,0,1,0,1,0,Alto,0
0098-BOWSO,USA,New York,NY,MANHATTAN,10108,40.57161213492432,-74.11187311672131,85000.0,28000.0,Masculino,21.0,0,No,No,Residencial,2023-10-23,Mensual,27,Web,Cheque electrónico,18.42,497.34,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,141,4,56.95,11,1.35,95.59,24,6,2,46.9,Ninguna,0,2025-09-05,57,3.5,0.48,0.19,Sin Respuesta,1.0,2025-12-17,0,15,0,0,7,1,Bajo,0
0100-DUVFC,USA,New York,NY,BROOKLYN,11223,40.651228438732744,-73.9407929089129,63000.0,14000.0,Masculino,44.0,1,Si,No,Corporativo,2020-04-11,Un año,70,Web,Cheque electrónico,158.71,11109.7,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,98,5,50.12,6,22.45,48.69,6,6,1,22.2,Ninguna,0,2025-08-26,64,3.2,0.35,0.16,Muy satisfecho,1.0,2025-11-11,1,10,0,0,1,0,Alto,0
0103-CSITQ,USA,New York,NY,BROOKLYN,11253,40.68180370033028,-73.9378200947629,63000.0,14000.0,Femenino,62.0,0,Si,No,Corporativo,2021-05-06,Un año,57,Web,Transferencia bancaria,134.89,7688.73,0,10%,No,Si,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,117,4,85.12,10,24.6,33.39,65,6,1,4.4,Ninguna,0,2025-07-15,76,4.4,0.61,0.22,Satisfecho,0.0,2025-11-03,0,15,0,0,8,1,Alto,0
0104-PPXDV,USA,New York,NY,BROOKLYN,11201,40.72818963084767,-73.85484017063999,63000.0,14000.0,Masculino,19.0,0,Si,No,Residencial,2021-04-06,Un año,58,Web,Tarjeta de crédito,43.0,2494.0,0,No,No,No,Si,No,DSL,No,No,Si,No,No,No,120,7,86.06,5,-1.99,7.77,79,8,1,27.4,Ninguna,0,2025-12-24,51,3.0,0.49,0.17,Neutral,0.0,2025-12-22,0,0,0,0,2,1,Competitivo,0
0106-GHRQR,USA,New York,NY,BRONX,10451,40.60766678367174,-74.12105965266201,42000.0,13000.0,Masculino,46.0,0,No,No,Residencial,2024-09-17,Mensual,16,Web,Transferencia bancaria,67.87,1085.92,0,No,No,Si,Si,Si,DSL,No,Si,Si,No,No,Si,54,7,69.77,8,21.78,77.01,57,1,2,47.6,Ninguna,0,2025-11-06,56,3.6,0.26,0.09,Sin Respuesta,0.0,2025-12-05,1,5,0,1,4,0,Bajo,0
0106-UGRDO,USA,New York,NY,BROOKLYN,11226,40.75375784147327,-73.99604774811701,63000.0,14000.0,Femenino,44.0,0,Si,No,Corporativo,2020-05-11,Dos años,69,Web,Cheque electrónico,156.95,10829.55,1,No,No,Si,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,85,5,111.17,8,14.23,96.43,65,7,1,2.5,Ninguna,0,2025-09-01,77,4.4,0.7,0.21,Sin Respuesta,4.0,2025-11-08,2,0,1,0,3,2,Alto,0
0107-WESLM,USA,New York,NY,BROOKLYN,11227,40.72908205134401,-73.98878264737927,63000.0,14000.0,Masculino,28.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,29.58,29.58,1,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,11,2,20.54,1,1.36,107.25,35,1,5,40.4,Red,0,2025-10-13,21,2.3,0.19,0.09,Muy insatisfecho,0.0,2025-12-29,0,10,0,0,8,0,Bajo,1
0107-YHINA,USA,New York,NY,QUEENS,11474,40.11238533659802,-77.51958437167269,72000.0,8500.0,Masculino,56.0,0,No,Si,PYME,2025-12-11,Mensual,1,Web,Cheque electrónico,157.69,157.69,2,15%,No,Si,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,11,2,28.08,2,-12.82,59.77,1,10,5,40.2,Servicio,0,2025-08-12,7,2.2,0.08,0.02,No respondió,0.0,2025-12-11,2,5,0,1,1,0,Alto,1
0111-KLBQG,USA,New York,NY,MANHATTAN,10277,40.61188246739585,-74.15143679746318,85000.0,28000.0,Masculino,59.0,1,Si,Si,PYME,2023-05-26,Mensual,32,Web,Cheque por correo,121.66,3893.12,0,No,No,Si,Si,No,Fibra óptica,No,Si,No,No,Si,Si,86,4,59.0,9,20.03,111.68,37,0,4,18.1,Red,2,2025-09-23,55,3.1,0.32,0.1,Muy satisfecho,0.0,2025-12-03,1,0,0,1,8,1,Alto,0
0112-QAWRZ,USA,New York,NY,BRONX,10459,40.67724114804704,-73.92720336369308,42000.0,13000.0,Masculino,54.0,0,Si,Si,PYME,2024-09-17,Mensual,16,Web,Transferencia bancaria,128.29,2052.64,0,No,No,Si,Si,Si,Fibra óptica,No,No,Si,No,Si,No,127,5,45.84,6,13.78,28.28,73,9,3,28.4,Precio,0,2025-08-05,69,3.8,0.29,0.11,Neutral,0.0,2025-11-14,0,30,1,0,2,3,Competitivo,0
0112-QWPNC,USA,New York,NY,MANHATTAN,10267,40.84579560951496,-73.89192710400724,85000.0,28000.0,Masculino,49.0,0,Si,No,PYME,2022-01-01,Un año,49,Web,Cheque electrónico,88.81,4351.6900000000005,0,No,No,No,Si,Si,DSL,Si,No,Si,Si,Si,Si,129,7,76.95,6,10.32,64.15,13,5,3,11.5,Precio,0,2025-12-08,26,1.1,0.23,0.1,Neutral,0.0,2025-12-24,0,5,0,0,5,1,Bajo,0
0114-IGABW,USA,New York,NY,STATEN ISLAND,10312,40.75171836730525,-73.85539164584124,82000.0,3200.0,Femenino,42.0,0,Si,No,PYME,2020-03-12,Dos años,71,Web,Transferencia bancaria,94.52,6710.92,0,No,Si,No,No,Sin servicio,DSL,No,Si,Si,Si,Si,Si,117,5,84.52,6,11.8,29.58,26,1,0,9.2,Ninguna,0,2025-11-24,84,4.6,0.62,0.25,Neutral,3.0,2025-11-17,1,30,0,0,6,0,Alto,0
0114-PEGZZ,USA,New York,NY,BRONX,10472,40.72259765975002,-73.84986292914033,42000.0,13000.0,Femenino,44.0,0,No,No,PYME,2023-04-26,Mensual,33,Web,Cheque electrónico,146.26,4826.58,0,No,No,No,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,58,4,102.35,10,17.33,26.63,14,4,2,43.8,Servicio,0,2025-12-11,54,3.2,0.22,0.08,Neutral,1.0,2025-12-23,0,5,0,0,7,0,Competitivo,0
0114-RSRRW,USA,New York,NY,MANHATTAN,10142,40.11238533659802,-77.51958437167269,85000.0,28000.0,Femenino,41.0,0,Si,No,Residencial,2025-03-16,Mensual,10,Web,Transferencia bancaria,25.92,259.20000000000005,0,No,Si,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,92,5,78.66,6,3.93,114.64,84,0,1,15.7,Ninguna,0,2025-09-02,54,3.9,0.2,0.06,Muy satisfecho,1.0,2025-11-14,1,0,1,0,6,2,Competitivo,0
0115-TFERT,USA,New York,NY,MANHATTAN,10055,40.73045754511662,-73.99364974329583,85000.0,28000.0,Masculino,44.0,0,Si,No,Corporativo,2024-04-20,Mensual,21,Web,Cheque electrónico,161.61,3393.8100000000004,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,129,4,65.9,10,23.3,99.04,11,6,3,2.1,Facturacion,0,2025-08-06,32,3.1,0.4,0.13,Muy satisfecho,0.0,2025-11-26,0,5,0,1,1,0,Bajo,0
0117-LFRMW,USA,New York,NY,BRONX,10451,40.73692858072974,-73.87821113749929,42000.0,13000.0,Masculino,22.0,0,Si,Si,Residencial,2022-12-27,Mensual,37,Web,Transferencia bancaria,42.26,1563.62,0,No,No,No,No,Sin servicio,DSL,Si,Si,Si,No,No,No,55,4,90.32,10,4.23,6.36,42,0,4,19.3,Precio,2,2025-08-07,13,1.3,0.15,0.05,Satisfecho,0.0,2025-12-17,3,0,0,1,1,0,Competitivo,0
0118-JPNOY,USA,New York,NY,QUEENS,11083,40.76297140743939,-73.91575664351248,72000.0,8500.0,Femenino,53.0,1,No,No,PYME,2023-11-22,Mensual,26,Web,Tarjeta de crédito,137.3,3569.8,6,No,No,Si,Si,No,Fibra óptica,Si,No,No,No,Si,No,137,4,73.59,7,21.31,35.88,96,7,13,41.4,Precio,6,2025-10-24,68,3.8,0.39,0.14,Satisfecho,0.0,2025-12-14,2,10,0,0,2,2,Competitivo,0
0121-SNYRK,USA,New York,NY,BRONX,10463,40.11238533659802,-77.51958437167269,42000.0,13000.0,Masculino,32.0,0,No,No,Residencial,2021-12-02,Un año,50,Web,Cheque por correo,50.07,2503.5,0,No,No,Si,No,Sin servicio,DSL,Si,No,No,Si,No,No,101,5,62.51,5,-4.64,28.59,56,4,2,6.2,Ninguna,0,2025-11-15,68,3.8,0.31,0.12,Neutral,0.0,2025-11-25,0,30,0,0,8,2,Bajo,0
0122-OAHPZ,USA,New York,NY,MANHATTAN,10087,40.76806228361677,-73.9606567182028,85000.0,28000.0,Femenino,46.0,0,No,No,PYME,2025-06-14,Mensual,7,Web,Cheque electrónico,112.36,786.52,0,20%,No,Si,Si,Si,Fibra óptica,No,No,No,No,No,No,6,2,41.86,1,3.33,21.92,85,4,8,18.9,Servicio,0,2025-07-08,17,1.4,0.09,0.04,Insatisfecho,0.0,2025-11-11,0,0,0,0,3,1,Competitivo,1
0123-CRBRT,USA,New York,NY,BROOKLYN,11234,40.682846873004806,-73.96390148931783,63000.0,14000.0,Femenino,60.0,0,Si,Si,Corporativo,2021-01-06,Dos años,61,Web,Cheque por correo,112.27,6848.469999999999,0,10%,Si,No,Si,Si,DSL,Si,Si,Si,Si,Si,Si,104,6,85.25,10,20.55,85.2,47,2,1,7.5,Ninguna,0,2025-12-11,52,3.8,0.36,0.16,Neutral,0.0,2025-11-21,3,15,0,0,1,3,Bajo,1
0125-LZQXK,USA,New York,NY,MANHATTAN,10067,40.75652231646266,-73.92960367511526,85000.0,28000.0,Masculino,54.0,0,No,No,Corporativo,2024-10-17,Mensual,15,Web,Cheque electrónico,171.65,2574.75,0,No,No,Si,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,90,6,60.04,9,-1.27,70.19,60,1,5,6.0,Facturacion,0,2025-10-20,12,1.9,0.07,0.03,Satisfecho,0.0,2025-12-27,0,0,0,0,3,3,Competitivo,0
0128-MKWSG,USA,New York,NY,BRONX,10472,40.7128487179766,-73.90426990115682,42000.0,13000.0,Femenino,41.0,0,No,Si,Residencial,2023-11-22,Mensual,26,Web,Cheque por correo,83.2,2163.2000000000003,1,No,No,No,No,Sin servicio,DSL,Si,No,No,Si,No,Si,75,6,95.32,7,17.11,57.2,81,5,1,5.5,Ninguna,0,2025-09-17,65,2.8,0.38,0.12,Neutral,0.0,2025-12-29,0,30,1,0,8,2,Bajo,0
0129-KPTWJ,USA,New York,NY,QUEENS,11611,40.85175474336876,-73.88942690502574,72000.0,8500.0,Masculino,34.0,0,Si,No,PYME,2020-02-11,Mensual,72,Web,Cheque electrónico,127.47,9177.84,0,No,No,Si,Si,No,Fibra óptica,No,No,Si,No,Si,Si,74,4,105.23,9,6.22,26.79,43,3,4,17.9,Precio,2,2025-07-22,48,3.4,0.43,0.2,Muy satisfecho,0.0,2025-12-25,1,10,0,0,6,1,Competitivo,0
0129-QMPDR,USA,New York,NY,BROOKLYN,11205,40.66039201809476,-73.99811134121482,63000.0,14000.0,Masculino,71.0,0,Si,Si,Residencial,2022-05-31,Un año,44,Web,Transferencia bancaria,18.87,830.2800000000001,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,146,7,101.89,7,9.39,36.93,51,9,2,44.7,Ninguna,0,2025-09-18,61,3.5,0.47,0.23,Neutral,0.0,2025-11-07,1,0,1,0,2,0,Competitivo,0
0130-SXOUN,USA,New York,NY,MANHATTAN,10132,40.7004467552887,-73.9029424932051,85000.0,28000.0,Masculino,44.0,0,No,No,PYME,2020-08-09,Mensual,66,Web,Tarjeta de crédito,133.85,8834.1,0,10%,No,No,Si,Si,Fibra óptica,No,Si,No,No,No,Si,63,6,89.97,7,-2.94,45.95,61,3,3,15.4,Ninguna,0,2025-12-24,60,3.6,0.4,0.18,Sin Respuesta,0.0,2025-11-19,3,30,0,1,5,0,Competitivo,0
0133-BMFZO,USA,New York,NY,BROOKLYN,11205,40.707532739989595,-74.01313257566436,63000.0,14000.0,Femenino,51.0,0,No,No,PYME,2025-11-11,Mensual,2,Web,Cheque electrónico,120.95,241.9,1,15%,No,Si,Si,No,Fibra óptica,Si,Si,No,Si,No,No,9,2,28.19,2,-10.75,95.33,1,5,8,6.1,Servicio,0,2025-11-11,22,2.8,0.3,0.11,Muy insatisfecho,0.0,2025-12-27,2,0,0,0,1,1,Competitivo,1
0134-XWXCE,USA,New York,NY,BROOKLYN,11201,40.708925138268874,-73.81876221327778,63000.0,14000.0,Femenino,52.0,1,No,No,PYME,2022-05-31,Un año,44,Web,Transferencia bancaria,99.16,4363.04,1,No,No,No,Si,No,DSL,No,No,Si,Si,Si,Si,68,4,103.3,9,23.61,118.76,92,1,1,8.6,Ninguna,0,2025-11-08,69,3.9,0.46,0.16,Neutral,1.0,2025-11-07,3,0,0,0,7,3,Competitivo,0
0135-NMXAP,USA,New York,NY,QUEENS,11477,40.605646880940895,-74.0090610095335,72000.0,8500.0,Femenino,34.0,0,No,No,PYME,2025-01-15,Mensual,12,Web,Transferencia bancaria,127.78,1533.36,0,No,Si,Si,Si,Si,Fibra óptica,No,Si,No,No,Si,No,5,1,34.78,1,-6.64,26.16,70,1,6,33.8,Precio,0,2025-10-19,15,2.0,0.23,0.1,Sin Respuesta,0.0,2025-12-02,1,0,1,1,8,1,Alto,0
0136-IFMYD,USA,New York,NY,QUEENS,11531,40.790069985306815,-73.94785237651924,72000.0,8500.0,Masculino,35.0,1,Si,No,Corporativo,2020-05-11,Dos años,69,Web,Cheque electrónico,167.66,11568.54,0,10%,No,Si,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,96,5,87.86,11,-4.22,44.28,30,9,1,4.4,Ninguna,0,2025-12-20,70,4.1,0.78,0.33,Muy satisfecho,0.0,2025-12-13,1,30,0,0,6,1,Competitivo,0
0137-OCGAB,USA,New York,NY,BRONX,10473,40.84596234769792,-73.83365957614208,42000.0,13000.0,Femenino,30.0,0,No,No,PYME,2025-12-11,Mensual,1,Web,Cheque por correo,121.43,121.43,4,20%,Si,Si,Si,Si,Fibra óptica,No,Si,No,No,No,No,13,3,33.02,2,-4.7,37.22,81,9,6,20.1,Servicio,0,2025-08-17,4,2.7,0.25,0.11,Insatisfecho,0.0,2025-12-05,2,0,1,0,3,3,Competitivo,0
0137-UDEUO,USA,New York,NY,BROOKLYN,11242,40.807702024401635,-73.91914254011229,63000.0,14000.0,Femenino,19.0,0,No,No,Residencial,2025-10-12,Mensual,3,Web,Cheque por correo,24.63,73.89,1,25%,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,20,3,15.9,2,4.89,10.07,72,3,8,15.9,Red,0,2025-11-29,22,2.3,0.12,0.04,Satisfecho,0.0,2025-11-17,2,0,1,0,3,2,Alto,1
0139-IVFJG,USA,New York,NY,MANHATTAN,10131,40.64134255900437,-73.98746418297995,85000.0,28000.0,Femenino,33.0,0,Si,No,PYME,2025-11-11,Mensual,2,Web,Cheque electrónico,99.66,199.32,0,No,No,No,Si,No,Fibra óptica,Si,Si,No,No,Si,No,54,7,46.5,7,4.98,30.21,71,5,2,14.6,Ninguna,0,2025-10-29,43,4.1,0.27,0.1,Neutral,1.0,2025-11-27,0,0,1,0,7,3,Competitivo,0
0141-YEAYS,USA,New York,NY,QUEENS,11109,40.73664368890842,-73.8813798674773,72000.0,8500.0,Femenino,52.0,1,No,No,PYME,2023-10-23,Mensual,27,Web,Transferencia bancaria,127.13,3432.51,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,No,No,113,5,114.84,8,-0.76,108.69,32,1,3,28.8,Red,0,2025-08-08,61,3.7,0.49,0.24,Neutral,0.0,2025-12-21,1,15,1,0,8,0,Competitivo,0
0142-GVYSN,USA,New York,NY,BRONX,10464,40.754902143305195,-73.93779878318217,42000.0,13000.0,Masculino,28.0,0,No,No,Residencial,2023-11-22,Mensual,26,Web,Cheque electrónico,24.1,626.6,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,140,5,115.15,5,14.31,101.93,4,6,1,39.1,Ninguna,0,2025-07-30,65,3.9,0.39,0.19,Satisfecho,0.0,2025-11-25,1,0,1,0,6,1,Bajo,0
0147-ESWWR,USA,New York,NY,QUEENS,11411,40.81463145593298,-73.92582838990016,72000.0,8500.0,Femenino,54.0,1,Si,No,Corporativo,2022-10-28,Mensual,39,Web,Cheque electrónico,131.22,5117.58,0,No,No,Si,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,55,6,104.1,6,22.59,24.27,77,10,2,2.9,Ninguna,0,2025-11-10,58,3.2,0.3,0.12,Satisfecho,1.0,2025-12-17,1,0,0,0,6,0,Bajo,0
0148-DCDOS,USA,New York,NY,BRONX,10466,40.58874195304692,-73.81711174059048,42000.0,13000.0,Masculino,31.0,0,No,No,PYME,2023-12-22,Mensual,25,Web,Transferencia bancaria,124.13,3103.25,0,20%,No,Si,Si,Si,Fibra óptica,No,No,No,No,Si,Si,19,2,23.03,3,2.18,47.11,57,7,5,41.3,Precio,0,2025-11-28,4,1.1,0.21,0.1,Muy insatisfecho,0.0,2025-11-30,0,0,0,1,4,1,Bajo,1
0151-ONTOV,USA,New York,NY,BROOKLYN,11247,40.746055902805175,-73.99249700296544,63000.0,14000.0,Femenino,35.0,0,No,No,PYME,2025-12-11,Mensual,1,Web,Cheque por correo,115.29,115.29,2,No,No,No,Si,No,Fibra óptica,No,No,No,No,No,No,7,3,15.28,4,-1.86,40.74,76,8,5,17.5,Red,0,2025-12-05,14,1.2,0.1,0.04,No respondió,0.0,2025-11-13,3,0,0,1,8,1,Competitivo,1
0156-FVPTA,USA,New York,NY,BROOKLYN,11220,40.580756200123304,-73.98340034009931,63000.0,14000.0,Masculino,70.0,0,Si,No,Residencial,2024-03-21,Mensual,22,Web,Cheque electrónico,57.73,1270.06,1,No,No,Si,Si,No,DSL,Si,No,No,Si,No,No,58,5,71.8,10,0.52,21.99,10,5,5,4.6,Precio,1,2025-12-09,32,3.1,0.25,0.09,Muy satisfecho,0.0,2025-12-16,2,5,1,0,7,1,Alto,0
0164-APGRB,USA,New York,NY,MANHATTAN,10238,40.57035421243749,-74.10985891447987,85000.0,28000.0,Femenino,62.0,0,No,No,Corporativo,2020-02-11,Dos años,72,Web,Cheque electrónico,153.5,11052.0,0,No,No,Si,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,80,6,99.47,7,18.53,76.55,83,1,2,6.1,Ninguna,0,2025-09-27,50,3.2,0.21,0.1,Neutral,1.0,2025-12-23,0,30,1,0,3,0,Bajo,0
0164-XAIRP,USA,New York,NY,MANHATTAN,10221,40.6792569323132,-73.77806284324525,85000.0,28000.0,Femenino,50.0,0,No,No,Residencial,2024-01-21,Dos años,24,Web,Transferencia bancaria,27.74,665.76,0,No,Si,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,76,5,70.14,10,19.7,69.09,22,5,1,37.1,Ninguna,0,2025-10-14,56,3.1,0.22,0.09,Muy satisfecho,0.0,2025-12-17,1,10,0,1,7,1,Alto,0
0168-XZKBB,USA,New York,NY,QUEENS,11489,40.761841826499115,-73.84342481896552,72000.0,8500.0,Femenino,56.0,0,Si,No,PYME,2024-06-19,Mensual,19,Web,Cheque electrónico,131.25,2493.75,0,No,No,Si,Si,Si,Fibra óptica,No,No,No,No,Si,No,98,4,104.69,6,20.49,54.1,44,7,4,26.5,Servicio,0,2025-09-18,68,3.5,0.25,0.08,Muy satisfecho,0.0,2025-12-08,0,30,0,0,8,1,Bajo,0
0174-QRVVY,USA,New York,NY,BROOKLYN,11223,40.80798639393274,-73.94531695125801,63000.0,14000.0,Masculino,57.0,0,Si,Si,Residencial,2020-03-12,Dos años,71,Web,Tarjeta de crédito,16.41,1165.11,1,10%,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,106,4,95.48,6,7.12,103.38,26,9,2,17.8,Ninguna,0,2025-08-08,78,4.4,0.64,0.21,Satisfecho,3.0,2025-11-04,0,30,0,0,6,0,Bajo,0
0177-PXBAT,USA,New York,NY,QUEENS,11267,40.67656025019418,-73.98294026700856,72000.0,8500.0,Masculino,54.0,1,Si,No,Corporativo,2023-04-26,Mensual,33,Web,Transferencia bancaria,158.41,5227.53,0,No,No,Si,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,47,7,92.25,10,7.27,76.27,78,0,1,2.4,Ninguna,0,2025-11-20,76,4.2,0.78,0.24,Muy satisfecho,1.0,2025-11-21,0,0,0,0,6,2,Competitivo,0
0178-CIIKR,USA,New York,NY,BRONX,10451,40.74308063984275,-73.99323713875447,42000.0,13000.0,Femenino,54.0,0,No,No,Residencial,2025-10-12,Mensual,3,Web,Cheque por correo,20.9,62.7,1,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,127,4,114.77,11,-0.35,34.82,93,10,2,35.9,Precio,0,2025-10-16,43,4.0,0.48,0.15,Muy satisfecho,0.0,2025-12-10,1,0,0,1,6,0,Competitivo,0
0178-SZBHO,USA,New York,NY,BROOKLYN,11226,40.64387802247157,-74.09571042061296,63000.0,14000.0,Masculino,36.0,0,Si,Si,PYME,2022-03-02,Mensual,47,Web,Cheque electrónico,143.13,6727.11,0,No,No,No,Si,Si,Fibra óptica,No,Si,No,No,Si,No,53,5,112.01,10,18.18,47.98,55,5,2,46.8,Servicio,0,2025-11-22,35,3.0,0.35,0.16,Satisfecho,0.0,2025-12-15,0,0,0,0,3,3,Alto,0
0181-RITDD,USA,New York,NY,BROOKLYN,11237,40.623073128758385,-74.08441980568685,63000.0,14000.0,Masculino,52.0,0,Si,Si,Corporativo,2020-12-07,Dos años,62,Web,Cheque por correo,183.23,11360.26,1,10%,No,No,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,100,6,98.37,5,17.12,22.27,58,10,2,5.8,Ninguna,0,2025-07-23,-1,4.9,0.65,0.3,Sin Respuesta,1.0,2025-11-16,0,30,0,0,2,1,Bajo,0
0186-CAERR,USA,New York,NY,BRONX,10473,40.74666546808048,-74.00175757238317,42000.0,13000.0,Masculino,42.0,0,No,No,Corporativo,2020-03-12,Un año,71,Web,Transferencia bancaria,144.21,10238.91,0,No,No,Si,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,74,6,59.94,9,-2.01,73.01,79,0,1,2.4,Ninguna,0,2025-11-29,79,4.9,0.56,0.28,Neutral,1.0,2025-12-13,1,15,0,0,3,3,Competitivo,0
0187-QSXOE,USA,New York,NY,BROOKLYN,11208,40.63515918211092,-74.13534478830827,63000.0,14000.0,Masculino,44.0,1,Si,No,PYME,2025-06-14,Mensual,7,Web,Cheque electrónico,146.16,1023.12,0,No,No,Si,Si,No,Fibra óptica,No,No,No,No,Si,Si,55,6,115.42,9,-4.4,72.46,39,5,2,14.0,Red,0,2025-08-04,62,4.1,0.28,0.12,Neutral,0.0,2025-11-14,0,0,0,0,4,1,Competitivo,0
0187-WZNAB,USA,New York,NY,MANHATTAN,10019,40.844811375473455,-73.90913641002294,85000.0,28000.0,Femenino,40.0,0,Si,Si,PYME,2023-10-23,Mensual,27,Web,Cheque por correo,129.79,3504.33,0,No,No,No,Si,No,Fibra óptica,Si,No,No,No,No,No,110,4,62.03,10,23.55,105.07,17,9,3,15.6,Ninguna,0,2025-10-14,62,3.3,0.36,0.16,Satisfecho,0.0,2025-11-08,0,15,0,0,5,1,Bajo,0
